RXNORM_NAME,ClinVec_0,ClinVec_1,ClinVec_2,ClinVec_3,ClinVec_4,ClinVec_5,ClinVec_6,ClinVec_7,ClinVec_8,ClinVec_9,ClinVec_10,ClinVec_11,ClinVec_12,ClinVec_13,ClinVec_14,ClinVec_15,ClinVec_16,ClinVec_17,ClinVec_18,ClinVec_19,ClinVec_20,ClinVec_21,ClinVec_22,ClinVec_23,ClinVec_24,ClinVec_25,ClinVec_26,ClinVec_27,ClinVec_28,ClinVec_29,ClinVec_30,ClinVec_31,ClinVec_32,ClinVec_33,ClinVec_34,ClinVec_35,ClinVec_36,ClinVec_37,ClinVec_38,ClinVec_39,ClinVec_40,ClinVec_41,ClinVec_42,ClinVec_43,ClinVec_44,ClinVec_45,ClinVec_46,ClinVec_47,ClinVec_48,ClinVec_49,ClinVec_50,ClinVec_51,ClinVec_52,ClinVec_53,ClinVec_54,ClinVec_55,ClinVec_56,ClinVec_57,ClinVec_58,ClinVec_59,ClinVec_60,ClinVec_61,ClinVec_62,ClinVec_63,ClinVec_64,ClinVec_65,ClinVec_66,ClinVec_67,ClinVec_68,ClinVec_69,ClinVec_70,ClinVec_71,ClinVec_72,ClinVec_73,ClinVec_74,ClinVec_75,ClinVec_76,ClinVec_77,ClinVec_78,ClinVec_79,ClinVec_80,ClinVec_81,ClinVec_82,ClinVec_83,ClinVec_84,ClinVec_85,ClinVec_86,ClinVec_87,ClinVec_88,ClinVec_89,ClinVec_90,ClinVec_91,ClinVec_92,ClinVec_93,ClinVec_94,ClinVec_95,ClinVec_96,ClinVec_97,ClinVec_98,ClinVec_99,ClinVec_100,ClinVec_101,ClinVec_102,ClinVec_103,ClinVec_104,ClinVec_105,ClinVec_106,ClinVec_107,ClinVec_108,ClinVec_109,ClinVec_110,ClinVec_111,ClinVec_112,ClinVec_113,ClinVec_114,ClinVec_115,ClinVec_116,ClinVec_117,ClinVec_118,ClinVec_119,ClinVec_120,ClinVec_121,ClinVec_122,ClinVec_123,ClinVec_124,ClinVec_125,ClinVec_126,ClinVec_127
INSULIN DEGLUDEC,-12.420622,-9.514593,-9.04736,-8.200839,-8.033219,11.220032,-6.9657483,-11.671032,-8.178349,-11.213943,5.280524,10.407472,-3.157111,10.684185,8.495518,5.257753,3.8139956,11.3992815,-9.693804,-10.450702,7.431424,8.334702,12.877289,12.32303,9.523735,0.42842576,-4.571883,3.1623652,-4.645397,3.5330858,12.205017,0.87332875,4.693823,-10.198303,-11.682192,-1.8746406,-7.534946,-6.6548753,-5.453795,13.120732,8.177672,10.463226,3.8718069,5.2060432,-9.9375305,-1.3687369,4.8071513,6.584178,-4.1124716,-6.3774376,7.0233603,-3.6751747,-8.613704,-9.358531,-2.9507658,-0.82961965,-8.366229,4.632679,-2.5821486,-3.8320208,7.0840244,2.9851742,1.4220841,8.401626,-2.9608893,5.8299084,-4.6630406,9.454008,-7.4947424,-5.997891,-6.0128984,4.51847,-3.558803,-9.515565,-6.944278,-2.9095948,4.1166315,-10.355323,-2.9278028,3.6186109,5.8590164,10.896403,-8.930511,-11.501797,-8.310057,-3.56845,-8.666674,-10.728447,-12.126562,-0.86665803,-1.246702,12.939841,1.4719256,10.236757,-5.6359076,7.228051,-12.118092,4.2095375,-4.485141,-8.141384,-1.6280628,-3.3175159,-11.952444,-4.4194245,-6.7515073,-10.148098,5.244426,6.86692,8.924754,-3.163052,-0.33853078,-8.607206,2.7102306,-10.18321,-7.3587627,2.9819725,5.2399583,-3.007046,11.837114,5.165432,11.262513,1.4319271,-7.232688,-7.5025434,7.7604256,-14.02213,-2.601283,2.0222647
INSULIN DETEMIR,-12.420622,-9.514593,-9.04736,-8.200839,-8.033219,11.220032,-6.9657483,-11.671032,-8.178349,-11.213943,5.280524,10.407472,-3.157111,10.684185,8.495518,5.257753,3.8139956,11.3992815,-9.693804,-10.450702,7.431424,8.334702,12.877289,12.32303,9.523735,0.42842576,-4.571883,3.1623652,-4.645397,3.5330858,12.205017,0.87332875,4.693823,-10.198303,-11.682192,-1.8746406,-7.534946,-6.6548753,-5.453795,13.120732,8.177672,10.463226,3.8718069,5.2060432,-9.9375305,-1.3687369,4.8071513,6.584178,-4.1124716,-6.3774376,7.0233603,-3.6751747,-8.613704,-9.358531,-2.9507658,-0.82961965,-8.366229,4.632679,-2.5821486,-3.8320208,7.0840244,2.9851742,1.4220841,8.401626,-2.9608893,5.8299084,-4.6630406,9.454008,-7.4947424,-5.997891,-6.0128984,4.51847,-3.558803,-9.515565,-6.944278,-2.9095948,4.1166315,-10.355323,-2.9278028,3.6186109,5.8590164,10.896403,-8.930511,-11.501797,-8.310057,-3.56845,-8.666674,-10.728447,-12.126562,-0.86665803,-1.246702,12.939841,1.4719256,10.236757,-5.6359076,7.228051,-12.118092,4.2095375,-4.485141,-8.141384,-1.6280628,-3.3175159,-11.952444,-4.4194245,-6.7515073,-10.148098,5.244426,6.86692,8.924754,-3.163052,-0.33853078,-8.607206,2.7102306,-10.18321,-7.3587627,2.9819725,5.2399583,-3.007046,11.837114,5.165432,11.262513,1.4319271,-7.232688,-7.5025434,7.7604256,-14.02213,-2.601283,2.0222647
INSULIN GLARGINE,-12.420622,-9.514593,-9.04736,-8.200839,-8.033219,11.220032,-6.9657483,-11.671032,-8.178349,-11.213943,5.280524,10.407472,-3.157111,10.684185,8.495518,5.257753,3.8139956,11.3992815,-9.693804,-10.450702,7.431424,8.334702,12.877289,12.32303,9.523735,0.42842576,-4.571883,3.1623652,-4.645397,3.5330858,12.205017,0.87332875,4.693823,-10.198303,-11.682192,-1.8746406,-7.534946,-6.6548753,-5.453795,13.120732,8.177672,10.463226,3.8718069,5.2060432,-9.9375305,-1.3687369,4.8071513,6.584178,-4.1124716,-6.3774376,7.0233603,-3.6751747,-8.613704,-9.358531,-2.9507658,-0.82961965,-8.366229,4.632679,-2.5821486,-3.8320208,7.0840244,2.9851742,1.4220841,8.401626,-2.9608893,5.8299084,-4.6630406,9.454008,-7.4947424,-5.997891,-6.0128984,4.51847,-3.558803,-9.515565,-6.944278,-2.9095948,4.1166315,-10.355323,-2.9278028,3.6186109,5.8590164,10.896403,-8.930511,-11.501797,-8.310057,-3.56845,-8.666674,-10.728447,-12.126562,-0.86665803,-1.246702,12.939841,1.4719256,10.236757,-5.6359076,7.228051,-12.118092,4.2095375,-4.485141,-8.141384,-1.6280628,-3.3175159,-11.952444,-4.4194245,-6.7515073,-10.148098,5.244426,6.86692,8.924754,-3.163052,-0.33853078,-8.607206,2.7102306,-10.18321,-7.3587627,2.9819725,5.2399583,-3.007046,11.837114,5.165432,11.262513,1.4319271,-7.232688,-7.5025434,7.7604256,-14.02213,-2.601283,2.0222647
"INSULIN GLULISINE, HUMAN",-11.409974,-9.428041,-9.090769,-7.3707066,-7.3936706,10.791562,-7.9238544,-12.95323,-6.795665,-12.240714,5.632744,11.321604,-1.7781072,10.687727,8.410284,5.7522936,2.304494,11.157246,-8.577536,-9.5085335,6.845747,8.257917,13.32115,12.793348,9.259181,1.7653205,-4.7211237,3.3905213,-4.613726,4.7578406,12.928814,0.8589272,4.051608,-9.649777,-11.589561,-2.4128547,-8.144853,-5.8832445,-4.191206,13.254512,8.6759,10.282166,4.6909595,6.18277,-10.990118,-0.030110747,4.681264,7.1280823,-3.6697,-6.518702,6.280981,-5.136408,-8.041264,-9.033703,-2.3757591,-1.5817175,-7.56157,4.9904404,-3.2988694,-3.2120862,6.3009734,1.8698578,1.8472971,7.4053655,-2.143795,4.6759577,-5.476913,8.301736,-9.09272,-4.601412,-5.1401596,5.2300515,-3.4976194,-10.366766,-5.307187,-3.4744532,5.031873,-10.768208,-1.5212123,2.5599146,6.781765,11.342529,-9.486815,-11.497824,-9.100508,-4.709266,-9.529616,-11.222118,-12.1793375,-0.23768316,-2.1310058,12.619659,1.3585353,9.615322,-4.078051,6.4469314,-11.775663,5.0562954,-5.2418613,-9.272575,-1.931246,-1.7657783,-12.389126,-3.1781754,-6.8859377,-11.131302,4.019463,7.47478,8.275597,-3.8784103,-0.29853553,-10.236071,2.5005202,-9.938553,-7.5765333,3.159903,4.4871564,-2.7130084,12.057381,6.823036,11.334464,1.1686766,-5.964071,-8.231608,7.839379,-14.082875,-2.7518363,2.7392778
INSULIN LISPRO,-11.814751,-7.379918,-10.639149,-8.098699,-5.9191647,9.244718,-5.9373665,-9.586111,-7.3014736,-8.922237,8.377388,10.795147,-2.1631625,11.351178,8.968443,5.3236866,3.7580466,10.382127,-9.182006,-8.530763,4.4035234,8.187497,11.716501,10.968572,8.903991,0.98391587,-6.6147027,1.0003912,-4.974488,2.7568111,10.513505,0.70118666,6.559346,-9.365654,-9.93878,-1.8941191,-7.2750273,-5.1255827,-5.60807,11.44849,7.228052,13.065533,4.074429,4.253828,-8.035981,0.11730607,6.7051306,8.583303,-2.0174515,-8.259914,4.6481223,-3.3557384,-10.351017,-8.863663,-3.7385962,-0.4627169,-6.8656707,6.4086194,-3.4624982,-0.8803191,5.326465,2.7433355,4.1884804,6.154138,-2.1334848,5.6833534,-4.877963,8.55419,-5.422289,-5.1810093,-4.7618666,2.0917144,0.2828675,-10.07729,-9.562734,-3.8693974,5.8754873,-7.941518,-1.3116513,4.417718,4.0547724,11.333434,-5.4811134,-9.225592,-9.029798,-0.8843982,-8.455939,-8.833877,-10.289979,-2.146912,0.06144593,11.836128,5.0935535,8.44286,-8.224568,7.043166,-10.298098,5.9365773,-5.3913603,-7.8260856,-2.5363715,-3.972521,-11.954002,-4.6724844,-3.1951668,-11.087994,7.9560633,6.295594,6.9787917,-5.5248466,-1.9527189,-8.022691,3.2957513,-10.772388,-9.6381035,3.894775,7.6786637,-2.8276792,10.365593,3.2096019,8.795786,2.9118881,-6.0534043,-5.4108477,6.974479,-13.202167,-4.6716275,4.364185
"INSULIN LISPRO PROTAMINE, HUMAN",-11.814751,-7.379918,-10.639149,-8.098699,-5.9191647,9.244718,-5.9373665,-9.586111,-7.3014736,-8.922237,8.377388,10.795147,-2.1631625,11.351178,8.968443,5.3236866,3.7580466,10.382127,-9.182006,-8.530763,4.4035234,8.187497,11.716501,10.968572,8.903991,0.98391587,-6.6147027,1.0003912,-4.974488,2.7568111,10.513505,0.70118666,6.559346,-9.365654,-9.93878,-1.8941191,-7.2750273,-5.1255827,-5.60807,11.44849,7.228052,13.065533,4.074429,4.253828,-8.035981,0.11730607,6.7051306,8.583303,-2.0174515,-8.259914,4.6481223,-3.3557384,-10.351017,-8.863663,-3.7385962,-0.4627169,-6.8656707,6.4086194,-3.4624982,-0.8803191,5.326465,2.7433355,4.1884804,6.154138,-2.1334848,5.6833534,-4.877963,8.55419,-5.422289,-5.1810093,-4.7618666,2.0917144,0.2828675,-10.07729,-9.562734,-3.8693974,5.8754873,-7.941518,-1.3116513,4.417718,4.0547724,11.333434,-5.4811134,-9.225592,-9.029798,-0.8843982,-8.455939,-8.833877,-10.289979,-2.146912,0.06144593,11.836128,5.0935535,8.44286,-8.224568,7.043166,-10.298098,5.9365773,-5.3913603,-7.8260856,-2.5363715,-3.972521,-11.954002,-4.6724844,-3.1951668,-11.087994,7.9560633,6.295594,6.9787917,-5.5248466,-1.9527189,-8.022691,3.2957513,-10.772388,-9.6381035,3.894775,7.6786637,-2.8276792,10.365593,3.2096019,8.795786,2.9118881,-6.0534043,-5.4108477,6.974479,-13.202167,-4.6716275,4.364185
INTERFERON ALFA-2B,-11.750139,-7.4369273,-7.234491,-10.6511,-11.857733,9.809553,-3.080455,-10.382611,-13.3131275,-13.396496,4.0841837,7.023893,-0.41434762,6.400299,6.8747063,2.6813135,3.815783,8.297163,-7.721868,-15.139206,11.597021,10.316969,13.554985,10.937525,4.8753047,-2.4556289,-1.5788641,5.6362524,-1.7923578,-1.7358527,11.320996,-0.14760563,1.2713696,-5.916567,-12.125067,0.07160973,-2.7984285,-5.879975,-9.58353,12.937686,9.89119,10.24715,3.0905359,7.5815363,-7.8937416,-5.7887135,6.649351,0.38494304,-0.80974513,-7.0447345,11.616688,0.72492516,-7.044226,-12.466738,-1.0745641,3.013558,-9.850573,3.7884095,-4.8103323,-6.5903945,9.216249,7.0758233,-2.7779818,11.377404,-9.006987,4.556394,-2.040594,11.799659,-4.101933,-13.779554,-7.357266,5.5934906,-7.2484574,-9.591949,-6.9147844,-1.2997087,1.1705725,-12.182928,-6.9240937,2.8596451,5.394527,7.9726944,-9.735897,-9.932662,-7.5631485,-0.5217184,-2.1869352,-12.317959,-12.460576,1.5333749,-0.18994956,13.3902445,-2.7875576,10.997346,-6.3577394,7.3209352,-15.346537,1.1403142,0.35163423,-1.2411927,3.6372266,-5.139125,-8.646563,-0.7285066,-7.0498266,-9.163664,3.8966238,5.4340262,11.076433,1.8333389,-3.101808,-2.5279624,3.7804062,-5.374111,-0.5769457,-0.2919693,3.3809388,-3.963114,8.298015,3.6102865,8.9664955,1.956037,-8.913341,-9.367737,11.498652,-15.380199,0.08427589,1.232414
INTERFERON BETA-1A,-11.750139,-7.4369273,-7.234491,-10.6511,-11.857733,9.809553,-3.080455,-10.382611,-13.3131275,-13.396496,4.0841837,7.023893,-0.41434762,6.400299,6.8747063,2.6813135,3.815783,8.297163,-7.721868,-15.139206,11.597021,10.316969,13.554985,10.937525,4.8753047,-2.4556289,-1.5788641,5.6362524,-1.7923578,-1.7358527,11.320996,-0.14760563,1.2713696,-5.916567,-12.125067,0.07160973,-2.7984285,-5.879975,-9.58353,12.937686,9.89119,10.24715,3.0905359,7.5815363,-7.8937416,-5.7887135,6.649351,0.38494304,-0.80974513,-7.0447345,11.616688,0.72492516,-7.044226,-12.466738,-1.0745641,3.013558,-9.850573,3.7884095,-4.8103323,-6.5903945,9.216249,7.0758233,-2.7779818,11.377404,-9.006987,4.556394,-2.040594,11.799659,-4.101933,-13.779554,-7.357266,5.5934906,-7.2484574,-9.591949,-6.9147844,-1.2997087,1.1705725,-12.182928,-6.9240937,2.8596451,5.394527,7.9726944,-9.735897,-9.932662,-7.5631485,-0.5217184,-2.1869352,-12.317959,-12.460576,1.5333749,-0.18994956,13.3902445,-2.7875576,10.997346,-6.3577394,7.3209352,-15.346537,1.1403142,0.35163423,-1.2411927,3.6372266,-5.139125,-8.646563,-0.7285066,-7.0498266,-9.163664,3.8966238,5.4340262,11.076433,1.8333389,-3.101808,-2.5279624,3.7804062,-5.374111,-0.5769457,-0.2919693,3.3809388,-3.963114,8.298015,3.6102865,8.9664955,1.956037,-8.913341,-9.367737,11.498652,-15.380199,0.08427589,1.232414
INTERFERON BETA-1B,-11.750139,-7.4369273,-7.234491,-10.6511,-11.857733,9.809553,-3.080455,-10.382611,-13.3131275,-13.396496,4.0841837,7.023893,-0.41434762,6.400299,6.8747063,2.6813135,3.815783,8.297163,-7.721868,-15.139206,11.597021,10.316969,13.554985,10.937525,4.8753047,-2.4556289,-1.5788641,5.6362524,-1.7923578,-1.7358527,11.320996,-0.14760563,1.2713696,-5.916567,-12.125067,0.07160973,-2.7984285,-5.879975,-9.58353,12.937686,9.89119,10.24715,3.0905359,7.5815363,-7.8937416,-5.7887135,6.649351,0.38494304,-0.80974513,-7.0447345,11.616688,0.72492516,-7.044226,-12.466738,-1.0745641,3.013558,-9.850573,3.7884095,-4.8103323,-6.5903945,9.216249,7.0758233,-2.7779818,11.377404,-9.006987,4.556394,-2.040594,11.799659,-4.101933,-13.779554,-7.357266,5.5934906,-7.2484574,-9.591949,-6.9147844,-1.2997087,1.1705725,-12.182928,-6.9240937,2.8596451,5.394527,7.9726944,-9.735897,-9.932662,-7.5631485,-0.5217184,-2.1869352,-12.317959,-12.460576,1.5333749,-0.18994956,13.3902445,-2.7875576,10.997346,-6.3577394,7.3209352,-15.346537,1.1403142,0.35163423,-1.2411927,3.6372266,-5.139125,-8.646563,-0.7285066,-7.0498266,-9.163664,3.8966238,5.4340262,11.076433,1.8333389,-3.101808,-2.5279624,3.7804062,-5.374111,-0.5769457,-0.2919693,3.3809388,-3.963114,8.298015,3.6102865,8.9664955,1.956037,-8.913341,-9.367737,11.498652,-15.380199,0.08427589,1.232414
INTERLEUKIN-6,0.8527159,-3.904051,1.6877464,-0.35144264,4.585948,1.0704135,-1.1331631,-9.161859,-2.7982416,-8.465189,2.7342196,1.2285709,7.3372316,0.94233835,-5.394466,-0.10964349,-8.389578,8.115517,2.34805,-4.6593246,7.941506,0.42208412,4.2447433,3.9590726,1.9790947,14.169775,-2.2637262,4.751287,-2.21799,9.164283,11.484293,-8.62372,-9.078439,-1.4228106,2.0236044,2.1122952,2.1814842,1.5802828,-1.9820752,1.6133804,6.503203,6.2011256,-4.1768847,10.399365,-11.398962,2.4302685,-5.684748,-3.2036026,2.6455867,3.941381,4.2906365,-10.220322,-8.129644,7.2407103,10.359165,2.808119,-2.8549423,-2.7747207,2.8307793,-3.3075647,-5.0684237,6.708025,0.42767894,4.776434,7.416998,-4.980768,-2.3095934,0.39187723,-5.63311,3.3688166,8.766813,6.4261446,2.841128,-3.0350416,4.7158933,-12.076422,-1.2630445,1.5945754,-3.942842,0.914805,5.1748405,1.3235258,-1.779824,-9.309086,-2.7525997,2.519226,-3.4664574,0.33409363,-2.9263654,-4.005306,6.7120504,3.4650412,-0.8270859,-0.07021492,5.6533365,-6.6440315,-4.447703,-0.8825878,-11.526127,-4.0072927,6.5072284,3.8080964,-3.4049995,-3.5388587,-1.4500195,-6.52208,7.7059608,-3.3329344,4.8111076,2.9708767,-8.120214,-7.0991726,10.731863,-7.1538544,-4.433774,-7.3560214,-8.518914,6.4543743,5.668293,8.798475,9.012241,-10.460359,4.291071,-16.01984,-5.759195,0.006545484,8.104201,-3.6238337
INULIN,-12.240182,-8.666639,-9.548395,-8.138224,-6.519733,10.286334,-6.1178284,-10.467888,-8.189856,-9.770155,6.79849,10.242385,-2.7786186,10.986249,8.337194,4.997869,3.8026223,11.354112,-9.640554,-9.739742,6.3587627,8.052984,12.031082,11.471419,9.387117,1.2352209,-5.662281,2.1491892,-5.022597,3.4247127,11.672545,0.13657399,5.372676,-9.963616,-10.389996,-1.4981595,-6.9477625,-6.0131474,-5.8544273,12.088609,7.6463504,12.07313,3.2547038,4.780998,-9.164087,-0.85325295,5.2613025,7.2217417,-3.1651928,-6.7808704,6.105989,-3.6366043,-10.236664,-8.387991,-2.7989655,-0.118949704,-7.9234447,5.0430017,-2.2958694,-2.6035323,5.876889,3.5884285,2.7701595,7.652528,-1.9662641,5.877374,-4.4268837,9.222032,-6.156969,-5.497409,-4.8818793,3.2746212,-1.1685871,-9.299619,-8.559312,-4.130129,4.5597763,-8.540642,-2.6956735,4.5023723,4.680121,10.908214,-6.8265715,-10.795058,-8.306668,-1.6073232,-8.54567,-9.198069,-11.071144,-2.1449199,0.34967846,12.330715,3.5009646,9.225802,-7.059217,6.764651,-11.299339,4.5947075,-5.5255213,-7.796326,-1.6291058,-3.9492066,-11.883377,-5.4336047,-4.837369,-10.496321,7.659501,5.8949037,8.359379,-3.9668894,-1.6105725,-8.183226,3.8428168,-11.097832,-8.860399,2.8493657,6.1435637,-2.5551271,11.216769,3.9067,10.43012,1.4302819,-6.5716553,-6.9692016,6.5837326,-13.180968,-3.058264,2.5038066
IOHEXOL,-11.708336,-7.9525194,-9.351902,-7.60276,-5.851993,9.667345,-4.983331,-9.45573,-8.221468,-9.373865,7.32206,9.488019,-2.1678076,10.4385395,8.528303,4.2283483,3.8219523,10.363414,-9.155985,-9.289079,5.935963,8.49278,11.841603,10.757563,8.505604,0.9442868,-5.5605845,2.2253022,-5.482911,2.530263,10.818376,-0.46150714,5.351541,-9.266857,-9.575838,-0.7798902,-6.1589737,-5.6946464,-5.6835093,11.416713,6.861054,12.741744,2.8413932,4.6527486,-8.373016,-1.0898933,5.4878855,7.297037,-2.6391125,-7.001897,5.865929,-3.2005737,-10.79427,-8.202067,-2.538557,0.6444959,-7.8414593,4.965224,-2.2533426,-1.5300261,5.2893715,3.7350698,2.870514,6.876112,-2.161752,5.7958736,-3.828702,8.678924,-5.305816,-5.6486425,-4.3055367,3.187029,0.002242148,-9.152397,-9.0235615,-4.603666,4.635471,-8.076555,-2.4572463,4.5921044,3.7222571,10.668897,-5.705225,-9.9051895,-8.124096,-0.9268261,-8.069096,-8.429282,-10.225455,-1.8501188,0.8602802,11.56387,4.695849,8.248512,-7.5347548,6.262909,-11.016108,4.495432,-5.637855,-7.071425,-1.1370218,-4.4714937,-11.428292,-5.4091344,-3.903298,-10.180254,8.193104,5.624177,8.0914755,-3.929707,-2.7315838,-7.1720223,4.358888,-11.008717,-8.953672,2.456015,6.565956,-2.922085,10.528078,2.8899992,9.360719,1.4838268,-6.1672044,-6.4259844,6.289262,-12.677858,-3.0504525,2.8408208
IPILIMUMAB,-12.876932,-9.706751,-7.620687,-9.414677,-10.2382345,11.687395,-5.3554945,-11.272716,-11.108708,-12.2089615,3.4658237,8.476109,-3.2918808,8.849085,7.610164,3.9388046,4.575058,10.952766,-9.789089,-13.337719,10.486024,9.024092,13.208347,11.995704,8.286653,-1.2456665,-2.6815,4.7812576,-3.634789,1.5033659,12.256605,0.3083045,2.9913507,-9.334841,-12.313215,-0.7674369,-5.4567547,-7.394514,-7.5319033,13.502565,8.818565,9.557344,2.8225317,5.9410467,-9.4932995,-4.1934447,4.5407,3.2344623,-4.017243,-5.565207,9.963528,-1.6004142,-7.9506445,-10.449921,-2.030992,0.95703256,-9.932664,3.2723653,-2.3605947,-6.293863,8.708461,5.3106575,-1.3136252,10.85819,-5.5386324,6.0273542,-3.106135,11.170332,-6.176549,-9.600872,-7.154278,5.4386673,-6.13917,-8.641522,-6.801755,-1.9987417,1.7887989,-11.422565,-5.8374863,3.7425327,5.7904134,9.344061,-10.072422,-11.965758,-7.2006793,-2.7253814,-6.034236,-11.483865,-12.78905,-0.06793089,-0.5700994,13.598175,-1.2601736,11.382355,-5.6824837,7.5273056,-14.094679,1.8643862,-2.310045,-5.217633,0.8967135,-4.570222,-10.4855385,-3.985419,-8.064669,-8.837955,4.7253675,5.9684086,10.852171,0.01667124,-0.89878607,-5.865515,3.283914,-8.617441,-4.14359,1.1311171,3.8862572,-3.408671,11.0739,4.411509,11.488485,0.86555046,-8.825415,-8.789735,8.9671135,-14.512171,-0.5549157,0.2221884
IPRATROPIUM,-13.01442,-10.894226,-7.2892666,-6.9785714,-8.459285,12.918044,-5.777309,-10.490921,-9.0314245,-10.875611,2.7974002,8.490207,-5.2971907,9.818427,9.23759,3.642687,5.791568,11.035596,-10.893801,-10.955238,8.923542,8.929031,12.905055,12.051134,9.6858835,-1.8371208,-2.5473626,4.741367,-6.1217213,2.3811045,11.476793,0.28028268,4.5827336,-11.105489,-11.789813,-0.3154813,-6.843811,-8.680899,-4.684858,13.495388,6.2634544,8.958363,2.2794352,3.932029,-9.501223,-3.7117112,3.0063934,5.9167027,-6.8643665,-4.4809175,8.400721,-2.4687705,-8.6490555,-9.120069,-2.8552988,0.15097898,-10.191247,2.3217957,-0.086221635,-4.435266,8.043148,3.2654014,-0.75694937,9.044885,-3.5373793,7.5486064,-2.745897,9.645083,-7.243255,-6.4933243,-6.857423,5.8645477,-4.4305973,-7.422374,-6.851178,-2.5463104,2.2962816,-11.223921,-4.2038875,4.092585,4.6566014,10.236046,-9.500966,-12.183634,-6.2978454,-4.9613233,-8.770805,-10.240448,-11.989496,0.20557836,-1.1713079,12.435162,1.3260677,10.36978,-5.2410507,7.1445217,-12.902435,2.027773,-3.9043717,-7.536716,-0.8632802,-4.901738,-11.307058,-6.2094874,-8.414237,-7.5160084,4.6761847,6.7614565,10.4626045,-1.3042345,0.06886812,-7.062118,2.7583444,-10.627468,-6.5860615,1.970433,4.9264083,-4.3940287,12.512805,3.444496,11.846872,0.20252913,-8.447746,-6.740019,7.124577,-13.272881,-1.0950547,-0.34739828
IRBESARTAN,-10.673916,-10.354049,-7.543875,-5.445186,-8.1027975,11.950294,-7.7224936,-13.274015,-5.8852534,-13.941827,3.4611835,10.356693,-2.026856,9.495696,9.458332,4.826327,2.6337695,9.669591,-8.0890255,-9.066779,7.5509253,9.400202,14.336259,13.188413,8.580088,-0.054913368,-2.5079908,5.532006,-5.7634006,3.9455976,12.3572855,0.9486542,3.1025877,-9.558189,-12.1827965,-1.6667647,-8.383676,-6.914938,-1.9324055,14.008869,7.3592653,8.184088,4.754856,6.0954223,-11.35853,-1.1061969,3.33481,7.1242294,-5.5661826,-5.498916,6.9460993,-5.1694555,-6.3376412,-9.584663,-2.268597,-1.9013306,-8.354939,3.6364467,-2.6436071,-2.992298,7.049389,0.3000879,-0.23670703,6.786372,-3.2720447,4.884845,-4.8866825,7.0168967,-10.7031975,-4.405195,-5.91542,7.787614,-5.2344227,-10.107746,-2.8566382,-2.4880545,4.5192623,-13.134874,-1.0200553,1.1997242,7.0384116,11.246424,-11.178036,-11.577398,-8.388241,-7.951726,-9.995447,-12.222185,-12.259567,2.7799702,-4.313747,12.035363,0.5205205,9.386014,-1.8109602,6.094283,-12.383256,4.267981,-4.4391885,-9.706503,-1.6535934,-1.4500369,-12.028952,-2.1691484,-8.985893,-9.503604,0.5822932,9.190149,8.666351,-2.864585,0.35560024,-10.020585,1.1944349,-8.981498,-6.0078506,2.864988,3.6964478,-4.43056,12.786504,7.188626,11.34512,0.63332266,-6.217594,-7.7792606,8.633391,-14.142507,-1.8390911,2.1663148
IRINOTECAN,-12.2188635,-9.191315,-5.680821,-9.509556,-10.455325,11.196407,-2.6851969,-10.253426,-13.529425,-12.774022,2.5287988,5.7781215,-2.073629,6.4868493,6.2128935,1.790365,4.351205,10.008562,-8.858324,-15.282495,13.028904,9.66696,13.086167,10.868287,6.3074174,-1.4769728,-1.0457683,6.5059443,-3.4033034,-0.26124978,12.142837,-1.7511526,0.5792882,-7.710804,-11.279272,1.2462494,-2.4006975,-7.294778,-8.993462,12.766273,8.780509,9.681832,0.79786164,7.096873,-9.009904,-6.502347,3.741087,0.03692413,-3.144351,-4.3598614,12.268097,-0.2697147,-8.61876,-9.899022,0.15973088,3.6251068,-11.187435,1.4756875,-1.5012184,-7.4294224,8.632656,8.016085,-3.5028665,12.265268,-6.809386,5.5186853,-1.0947627,11.769472,-4.45516,-12.101992,-6.3336077,6.5411663,-6.5188847,-7.518876,-6.5769367,-2.9597852,-0.44375837,-11.136844,-8.305509,4.001412,4.874537,7.5216713,-9.604509,-11.958207,-5.8998127,-0.8938249,-3.4485989,-10.719957,-12.253628,0.3905214,1.3998344,13.155033,-2.3729987,10.888991,-5.460748,6.247315,-15.371003,-0.5206019,-1.7201245,-2.138638,4.196913,-5.71022,-8.717915,-4.042656,-8.061108,-7.652053,5.641776,4.2352247,12.362389,3.0476127,-3.3142142,-2.902711,5.362734,-7.6903415,-1.8853824,-1.7052943,2.1191998,-3.3140159,9.858878,3.2888224,11.093496,-0.7927689,-8.985907,-10.509179,8.605421,-13.731035,2.1056335,-1.5559076
