RXNORM_NAME,ClinVec_0,ClinVec_1,ClinVec_2,ClinVec_3,ClinVec_4,ClinVec_5,ClinVec_6,ClinVec_7,ClinVec_8,ClinVec_9,ClinVec_10,ClinVec_11,ClinVec_12,ClinVec_13,ClinVec_14,ClinVec_15,ClinVec_16,ClinVec_17,ClinVec_18,ClinVec_19,ClinVec_20,ClinVec_21,ClinVec_22,ClinVec_23,ClinVec_24,ClinVec_25,ClinVec_26,ClinVec_27,ClinVec_28,ClinVec_29,ClinVec_30,ClinVec_31,ClinVec_32,ClinVec_33,ClinVec_34,ClinVec_35,ClinVec_36,ClinVec_37,ClinVec_38,ClinVec_39,ClinVec_40,ClinVec_41,ClinVec_42,ClinVec_43,ClinVec_44,ClinVec_45,ClinVec_46,ClinVec_47,ClinVec_48,ClinVec_49,ClinVec_50,ClinVec_51,ClinVec_52,ClinVec_53,ClinVec_54,ClinVec_55,ClinVec_56,ClinVec_57,ClinVec_58,ClinVec_59,ClinVec_60,ClinVec_61,ClinVec_62,ClinVec_63,ClinVec_64,ClinVec_65,ClinVec_66,ClinVec_67,ClinVec_68,ClinVec_69,ClinVec_70,ClinVec_71,ClinVec_72,ClinVec_73,ClinVec_74,ClinVec_75,ClinVec_76,ClinVec_77,ClinVec_78,ClinVec_79,ClinVec_80,ClinVec_81,ClinVec_82,ClinVec_83,ClinVec_84,ClinVec_85,ClinVec_86,ClinVec_87,ClinVec_88,ClinVec_89,ClinVec_90,ClinVec_91,ClinVec_92,ClinVec_93,ClinVec_94,ClinVec_95,ClinVec_96,ClinVec_97,ClinVec_98,ClinVec_99,ClinVec_100,ClinVec_101,ClinVec_102,ClinVec_103,ClinVec_104,ClinVec_105,ClinVec_106,ClinVec_107,ClinVec_108,ClinVec_109,ClinVec_110,ClinVec_111,ClinVec_112,ClinVec_113,ClinVec_114,ClinVec_115,ClinVec_116,ClinVec_117,ClinVec_118,ClinVec_119,ClinVec_120,ClinVec_121,ClinVec_122,ClinVec_123,ClinVec_124,ClinVec_125,ClinVec_126,ClinVec_127
ATTAPULGITE,-11.407692,-7.786331,-6.551948,-7.382395,-6.904183,9.897423,-1.5969167,-7.0519032,-11.014873,-9.091841,4.630215,5.4790983,-2.745707,7.4753356,7.5034695,1.3262427,5.2935567,8.827743,-9.028456,-11.4501705,8.878926,9.15503,11.161444,9.079328,6.500105,-1.6830648,-2.695146,4.3213954,-5.496403,-0.6679827,9.27298,-1.9564735,3.337171,-8.056164,-8.7475395,1.7894582,-2.7882528,-6.747897,-7.03113,10.633282,5.4949994,11.334465,0.21726993,4.347833,-6.7332783,-4.908845,4.113285,3.5546827,-3.162951,-4.9799314,8.702186,-0.35695848,-10.516734,-8.045218,-1.2029634,3.435753,-9.807075,2.17615,-0.30892348,-3.1922684,6.2897596,6.370301,-0.5902491,8.678523,-4.5598307,6.437478,-0.89246863,9.560084,-2.688079,-8.985195,-4.8615103,4.2701063,-1.489972,-6.7179484,-9.014885,-4.001972,1.2312552,-8.172555,-5.7997556,5.07289,2.0483732,8.081985,-5.420508,-9.66766,-5.474573,0.35334218,-4.8173842,-7.487016,-9.439583,-0.6800165,2.360161,10.888124,2.9915102,8.242501,-7.602786,5.684394,-12.31458,0.9013397,-3.5433853,-3.153387,2.1668231,-6.70555,-8.763579,-6.049778,-4.707919,-6.8959265,8.217457,3.9817445,9.925408,0.15909608,-4.1151233,-2.6491327,5.4710994,-9.4969225,-5.5969944,-0.3727966,5.1395006,-3.7807157,9.193746,0.2684487,8.686188,0.046656534,-7.5873747,-6.641977,6.1319194,-11.479496,-0.038170878,0.12058677
AURANOFIN,-1.749508,6.1759167,-4.0419145,-12.315252,-8.276189,-5.354679,2.742204,-0.16786292,-10.207185,-2.3903947,5.039996,0.27403527,6.0487957,-2.2936466,-4.87091,1.595685,-1.7299209,-0.5839164,2.2073045,-10.145208,4.441137,0.8996403,0.35932404,-1.052354,-5.2487645,-0.57996124,-2.3436272,-2.4544804,10.409562,-6.56215,0.80237156,1.691344,-2.4837627,6.608241,-2.638213,-2.1454325,5.5308495,4.9435077,-14.195102,-0.3005042,9.677282,4.859994,2.708583,5.5396233,3.3926294,-2.7187014,9.763763,-9.324345,12.421659,-7.2263927,5.6705785,6.834516,1.4049925,-7.7563424,0.13241306,3.8076973,1.0484636,6.1060925,-10.337857,-6.428889,3.948318,9.114472,-0.39610904,7.487074,-10.129952,-3.8546286,-1.0671061,8.294631,8.058532,-15.272606,-3.3434007,-5.389721,-5.257858,-5.222365,-5.351077,3.858305,-1.1550895,0.29580033,-7.0638213,0.65502167,2.3331501,-2.8927221,0.15843111,2.7726853,-3.9951851,12.273114,12.302089,-4.5011387,-2.9267604,-2.7603877,3.4595764,5.393157,-7.8607225,4.954007,-7.307177,4.282185,-4.5818105,0.29351854,8.356331,11.125482,5.6820393,-1.6920863,3.0974386,7.834798,3.9460492,-5.5799384,3.1487083,-3.3895035,1.0862075,3.7055197,-3.9437175,7.3414164,1.3994173,7.7351317,8.637643,-1.4010109,0.20629144,2.8536596,-7.128203,-0.041276716,-3.621612,6.189903,-3.6408427,-4.614998,8.9647,-6.1534286,-0.8574465,4.278994
AUTO-INJECTOR,-9.539998,-10.61043,-7.0655317,-2.6523595,-7.207553,12.266397,-8.834226,-12.830543,-2.4041574,-13.21149,2.199916,10.710252,-3.1062322,9.580933,10.979252,5.026932,3.010239,8.083293,-7.7602296,-5.836969,5.0301204,9.0996065,13.925751,13.07125,8.792164,-1.4112748,-1.6825671,5.4366093,-6.9394813,4.379118,10.706872,2.3081744,4.2865605,-9.898097,-12.094235,-2.2057014,-10.233395,-7.319996,1.8719506,13.844764,5.072015,5.797545,5.8074055,4.259833,-10.881304,0.020633385,2.4655035,9.518309,-7.689755,-5.03403,4.712651,-5.8084307,-4.265291,-9.34033,-3.6601188,-3.8914828,-7.305926,3.3737364,-2.117272,-1.0063945,6.7616477,-3.4269845,-0.055677563,3.9651392,-2.4351785,5.2655683,-5.168745,4.514646,-12.492698,-1.3205338,-6.3034678,8.34766,-5.1930823,-9.557985,-0.9885981,-1.1926215,5.6093373,-13.994306,1.9210181,-0.15586352,6.779096,11.746884,-11.556265,-10.414256,-7.8861527,-11.576061,-12.0172615,-12.110867,-11.338277,4.729901,-7.1404505,10.339478,1.5061425,8.197488,0.017326877,5.936437,-10.535483,5.0913982,-4.2415977,-11.8291,-3.991918,-0.34456152,-12.1828785,-1.5056975,-9.690178,-8.122112,-2.7757065,11.079898,6.9997854,-4.4384923,2.5851817,-11.328566,-1.3638339,-8.517587,-6.5220165,4.566556,4.3366847,-5.7862906,13.185043,7.314604,10.4309225,1.2588707,-5.3992867,-4.907485,8.355374,-13.210354,-3.1295302,2.7674904
AVANAFIL,-10.688361,-11.564069,-5.250043,-3.4155025,-5.783837,12.930137,-5.5578103,-11.600613,-6.7768574,-12.507782,2.0659914,7.7046843,-3.294481,8.673291,9.077533,2.4020455,3.605392,10.224309,-8.901764,-8.989648,9.0159235,9.34753,13.555944,12.171396,8.947131,0.37649673,-1.3727881,6.885279,-8.306231,4.139441,12.314442,-1.9001067,2.2600884,-10.533917,-10.175803,0.98757344,-6.5445933,-8.351172,-1.1495147,13.106655,5.0197783,8.391836,1.286329,5.2829194,-11.466741,-2.8308709,0.30673057,6.4479227,-7.7890015,-2.5316694,7.8275037,-5.270053,-9.060604,-6.542039,-0.31239364,0.35857406,-10.213581,0.41917813,1.5812268,-2.747315,5.8082123,1.9907874,-1.4137336,7.072749,-1.1517881,6.186888,-2.4093218,6.665595,-9.831858,-3.2316856,-4.0559597,8.921534,-3.0510206,-7.140054,-3.369521,-5.2268248,2.3716228,-11.516043,-2.5914562,2.7464206,4.798893,10.306786,-9.660291,-12.77265,-5.911487,-7.4302425,-10.65841,-9.354847,-10.99005,1.9522681,-1.4724524,10.682939,2.4069903,7.9947915,-1.5056063,4.097397,-12.459341,1.661251,-6.711701,-9.30161,0.11313006,-3.2210433,-11.410242,-6.137257,-9.096132,-7.1784387,3.4652233,7.154464,10.35804,-1.0391623,-1.4133362,-8.722647,4.0246696,-11.465194,-7.369,0.33278394,2.6480923,-4.402961,13.544155,5.043757,12.371828,-2.7421067,-5.9032426,-8.349754,5.000699,-11.578123,0.87694764,-1.1869607
AVAPRITINIB,-13.081135,-9.940009,-6.923479,-9.215147,-10.912489,12.159813,-4.706469,-10.542616,-11.6551,-12.018981,2.342648,7.5304785,-4.117276,8.220887,7.8618445,3.278834,5.516612,10.387142,-10.14761,-13.733463,11.08316,9.293705,13.117162,11.7102785,8.000309,-2.7078643,-1.6812496,5.3431797,-3.7635036,0.47834557,11.593057,0.4006166,2.967482,-9.337692,-12.532187,-0.23977718,-5.006071,-8.090857,-7.52683,13.579341,8.130883,8.674738,2.391009,5.341919,-8.858335,-5.3814516,4.2094083,2.6043684,-4.8422165,-5.0613656,10.650567,-0.55366904,-7.458196,-10.8527,-2.2326121,1.3897419,-10.561602,2.5137575,-1.786278,-6.713379,9.432882,5.4633574,-2.429952,11.220891,-6.451294,6.662432,-2.25543,11.418423,-5.7085047,-10.45311,-7.914715,5.7845535,-6.9674797,-7.834314,-6.8081117,-1.2312349,0.95101666,-11.953162,-6.487061,3.783398,5.285476,8.829517,-10.378832,-11.838463,-6.364974,-3.141911,-5.461456,-11.514167,-12.742046,0.6020339,-0.7827104,13.405745,-1.7673366,11.579699,-5.708515,7.781979,-14.442465,0.9111939,-1.3274212,-4.4035373,1.2848555,-5.296435,-9.909613,-4.162775,-8.721548,-7.624585,4.053444,5.9771338,11.355532,0.9481541,-0.57198125,-4.6906996,2.918148,-8.113447,-3.1491988,0.8402709,3.8586133,-4.1133757,10.892318,3.5463724,11.301796,0.8452771,-9.564709,-8.168852,9.248928,-14.397822,-0.10913454,-0.55240613
AVATROMBOPAG,-11.893505,-9.444729,-7.770274,-8.769957,-10.190961,11.269152,-6.2491918,-12.407574,-9.641163,-13.470201,3.6851954,9.280586,-2.006266,8.757773,7.7624054,4.5188036,3.3000627,10.322569,-8.616485,-12.432893,9.774541,9.19706,13.77428,12.457689,7.8275533,-0.6534542,-2.657835,5.0533037,-3.4120712,2.1022694,12.498892,0.7786392,2.4655666,-8.710907,-12.552269,-1.4422648,-6.233753,-6.6493587,-6.318505,13.704699,9.235803,9.087393,3.9856224,6.7601757,-10.186108,-3.0517125,4.737969,3.8391688,-3.5275388,-6.0499563,9.265104,-2.6878188,-6.790663,-10.7329,-1.9524648,-0.08487297,-9.083298,3.9204593,-3.5285869,-5.6618595,8.38259,3.9091728,-1.0515243,9.844544,-5.530181,4.913864,-4.0915313,10.0126505,-7.636099,-8.703648,-6.9034224,6.202084,-6.5976167,-9.822777,-5.0812125,-1.722676,2.7887414,-12.271568,-4.4129043,2.4505906,6.8482165,9.786778,-10.826663,-11.634367,-8.10457,-4.0903854,-6.542842,-12.398672,-12.923518,1.0911275,-2.0796611,13.434536,-1.6718044,11.017827,-4.231564,7.207059,-13.789238,2.8827775,-2.405692,-6.1722555,0.41637027,-3.0688987,-10.783554,-2.1770296,-8.344422,-9.637622,2.7937493,7.1187606,9.961271,-0.7203243,-0.6011603,-7.1207952,2.37885,-7.8050575,-3.8428347,1.69521,3.4688137,-3.4885948,11.17322,5.998125,11.195982,1.2023628,-7.9352365,-9.03067,9.713484,-14.919494,-1.0208347,1.3922013
AVELUMAB,-11.972804,-10.512072,-7.2494106,-7.6014466,-8.193209,11.901841,-6.4817867,-12.509996,-8.914762,-12.682494,3.5225332,9.1755085,-2.888702,9.499067,7.4558816,4.3586297,3.197043,11.812349,-9.298886,-11.5777645,9.755933,8.422265,13.271956,12.514189,9.235979,1.0298928,-3.1699488,5.005194,-4.8765135,4.018077,13.240156,-0.36664602,2.4751244,-10.170908,-11.530802,-0.96360296,-6.5283685,-7.216684,-5.3891115,13.356865,8.404401,9.3643,2.6749115,6.361913,-11.257588,-2.441241,2.8073764,4.690545,-4.889573,-4.464595,8.669396,-4.289856,-8.446432,-8.349343,-1.1827422,-0.107516535,-9.420006,2.8212793,-1.2946675,-5.3486876,7.1395483,3.962445,-0.41331208,9.646689,-2.845026,5.382967,-4.018232,9.416814,-8.267768,-6.173959,-5.463269,6.4296584,-4.86658,-8.712764,-5.000545,-3.5981522,2.5209825,-10.917261,-4.419282,3.3265538,6.5144997,10.006762,-10.121998,-12.961465,-7.419296,-4.2827716,-8.336769,-10.825203,-12.474264,-0.2881696,-0.8528484,13.027132,-0.24439882,10.418852,-3.7217033,6.1742463,-13.111198,2.5551853,-4.865477,-7.798329,0.05681035,-3.0511677,-11.371565,-4.745313,-8.3276615,-9.269237,4.600097,6.349955,10.222723,-1.0097882,-0.8063554,-8.4633255,3.6471353,-10.150734,-6.1070585,1.1659542,2.9752774,-2.6825793,12.475188,6.077459,12.650969,-0.69292724,-7.266865,-9.679062,7.0617867,-13.515849,-0.22486387,0.07328795
AVIBACTAM,-13.497301,-9.49139,-4.248564,-9.472626,-13.743647,12.242889,-4.070575,-5.46816,-11.2631035,-6.1067076,-4.001838,3.993901,-10.849207,6.1227975,6.3810234,2.7695787,10.089507,8.562218,-12.189627,-13.008421,10.351737,5.5536227,8.0807295,8.498176,8.216164,-9.250143,1.332514,3.3435876,-0.7212075,-2.507568,6.125576,4.424821,4.850169,-9.814263,-12.808775,-1.0989577,-4.6438723,-10.17849,-7.986027,11.488167,4.961074,0.85309374,1.6560211,-0.6937627,-3.63402,-8.40345,2.5897462,-0.4935797,-8.35576,-2.054526,10.4557905,4.9123015,-1.4673543,-11.202167,-5.9453673,-0.13142768,-9.874205,0.29935494,0.44254696,-10.119259,12.72297,4.3101435,-5.324058,12.4074545,-8.846802,9.264069,-0.07755688,12.44099,-2.0020852,-11.684765,-12.525804,2.465282,-11.705877,-2.0698757,-6.8704305,6.018245,-2.885926,-10.798968,-8.6836,4.128817,3.5673406,4.719142,-10.784768,-9.537718,-1.3751342,-4.0306463,-2.0576088,-10.05507,-11.299562,0.34427318,-2.630307,11.597064,-6.3063617,13.261789,-6.2320123,10.57488,-11.58619,-2.5143254,5.3497677,-1.1305093,-0.71259564,-6.902154,-5.772234,-4.936782,-10.464756,-0.64751256,-0.017998934,4.5574284,10.28532,3.5953724,5.932955,-0.06683265,-2.291186,-4.00838,1.6968465,2.461771,4.081537,-4.7782803,8.199097,-0.3170901,9.601428,2.9192095,-12.946264,-2.194348,9.095926,-11.567957,-0.40758926,-3.8874083
AVOCADO OIL,-9.451356,-12.071271,-4.0715046,-2.3012671,-4.9783916,12.8681,-5.978548,-13.205423,-5.956714,-14.188385,1.3610611,7.5467486,-1.8123541,7.942452,8.08774,2.2222545,1.7100638,10.458149,-7.5970316,-8.789192,9.934013,9.171013,14.030203,12.592111,8.592154,2.3315315,-0.7509939,8.163977,-8.504036,5.700291,13.636689,-2.9259179,0.11018002,-10.108982,-9.717487,1.1814381,-6.357369,-7.900248,-0.034369282,13.131384,5.5457897,7.667938,0.9779692,6.8884115,-13.305665,-2.223321,-1.3209543,5.724999,-7.782817,-1.2763611,8.132165,-7.1650867,-8.70793,-5.182016,1.5040693,0.17370586,-10.129481,-0.52256536,1.9792864,-3.1224828,4.8879786,1.8276411,-2.0597153,7.0064044,-0.02041082,4.7921176,-2.751707,5.5718083,-11.621511,-1.85241,-2.6079974,10.722779,-3.4507108,-7.340316,-0.71238345,-6.455473,2.0879881,-11.855017,-2.3927662,1.7728102,5.9931707,10.062392,-10.594715,-13.7556095,-5.982588,-8.606183,-11.243923,-9.51893,-11.088967,2.589871,-1.710046,10.398113,1.4111902,7.447699,1.1105518,2.521098,-12.601399,1.3671174,-8.007795,-10.145277,0.9624905,-1.6201785,-11.392856,-5.5439672,-9.999189,-7.4865847,2.431835,7.1668935,10.56434,-0.30880502,-1.925584,-10.058501,4.7128997,-11.446566,-7.010414,-0.7947074,0.41997895,-3.6557178,14.178234,7.10905,13.387131,-4.5806966,-4.658009,-10.544622,4.177199,-11.046207,2.4142637,-1.8568906
AXITINIB,-12.222701,-6.761633,-7.937279,-10.055096,-11.567533,9.761698,-2.8026135,-7.2747145,-11.723331,-9.949673,3.8152704,6.6121435,-3.4642677,7.157551,8.178277,2.9280822,6.4559917,7.2735596,-9.186451,-12.890411,8.614567,9.534304,11.561646,9.5720825,5.570185,-5.4462886,-2.0599089,3.5728226,-2.159716,-3.261424,7.9467053,1.800319,4.5326242,-7.0075464,-11.834891,-0.3817019,-3.8805127,-6.5782485,-8.722326,11.791316,7.202872,9.186859,3.37041,3.8268013,-4.899271,-5.619258,7.2842107,2.5280247,-2.190152,-7.492075,9.40322,2.5843027,-6.1760583,-12.678374,-4.199722,1.8215835,-9.011696,4.4790196,-4.1906037,-4.9606442,9.684138,5.197688,-1.5345922,9.7413645,-9.279657,6.4727955,-1.9260434,11.202631,-2.151607,-12.768835,-9.069198,3.1357045,-6.154167,-8.254147,-9.000144,1.2203856,1.7133905,-10.971672,-5.7845902,3.6744685,3.5811062,7.9252152,-7.9030137,-7.988709,-6.5310583,-0.5416714,-2.306492,-10.957338,-11.082239,1.1635177,-1.16906,12.366362,-0.8283806,10.788767,-8.583951,9.03764,-13.068751,1.757873,1.743928,-1.4730316,0.9129015,-6.4766088,-8.16143,-1.8714701,-5.896006,-7.0683293,3.7705424,6.004621,9.2031975,0.1540452,-1.0873736,-1.2818453,1.2938539,-5.31332,-1.6509929,2.0713825,6.4797797,-5.09245,7.665095,0.725055,7.115049,4.283056,-9.967094,-4.6422176,11.16703,-14.372036,-2.389566,2.1850104
AZACITIDINE,-12.818599,-9.876415,-6.4342747,-10.144927,-10.442198,11.507092,-4.7221413,-11.340851,-12.520267,-12.17893,2.4276073,7.260763,-3.1996994,7.907641,5.711626,3.4155524,4.126111,11.766833,-9.642453,-14.818006,12.388678,8.20585,12.570916,11.545925,8.087431,-0.3403696,-2.1482606,5.2690134,-2.698042,1.8225068,12.978899,-0.61320615,1.3121232,-9.056608,-11.848781,-0.29727423,-4.0401974,-7.3557897,-8.984817,13.030053,9.607693,8.951274,1.5306534,6.691199,-9.893623,-5.093563,3.3977592,0.76692784,-3.6869867,-4.146642,11.36107,-1.4033245,-8.069792,-9.380421,-0.6188445,1.8892233,-10.442113,2.077034,-1.5185717,-8.281609,8.722719,7.269314,-2.3921478,12.646743,-5.383153,5.548495,-2.4891791,12.0692835,-5.4604597,-10.472096,-6.650039,5.584008,-7.0344625,-7.573016,-6.310417,-2.4527001,0.04838311,-10.60986,-7.922258,4.158098,6.0732408,7.997613,-10.294009,-12.8929825,-6.2781706,-1.445283,-4.725339,-10.969154,-12.936657,-1.0812744,0.9119044,13.826892,-3.0892622,11.840043,-5.162251,6.9159727,-14.548711,0.29985672,-2.2448323,-3.883623,2.490633,-4.639886,-9.536166,-4.610981,-8.503006,-8.281808,5.594485,4.2882433,11.815012,1.9791139,-1.3775564,-5.0128503,4.4967685,-8.368878,-2.934726,-0.4567615,2.0364978,-2.1836622,10.740839,4.6896577,12.424156,-0.5979312,-9.034581,-10.678029,8.086878,-13.818278,1.3094296,-1.5798736
AZADIRACHTA INDICA WHOLE EXTRACT,-12.876932,-9.706751,-7.620687,-9.414677,-10.2382345,11.687395,-5.3554945,-11.272716,-11.108708,-12.2089615,3.4658237,8.476109,-3.2918808,8.849085,7.610164,3.9388046,4.575058,10.952766,-9.789089,-13.337719,10.486024,9.024092,13.208347,11.995704,8.286653,-1.2456665,-2.6815,4.7812576,-3.634789,1.5033659,12.256605,0.3083045,2.9913507,-9.334841,-12.313215,-0.7674369,-5.4567547,-7.394514,-7.5319033,13.502565,8.818565,9.557344,2.8225317,5.9410467,-9.4932995,-4.1934447,4.5407,3.2344623,-4.017243,-5.565207,9.963528,-1.6004142,-7.9506445,-10.449921,-2.030992,0.95703256,-9.932664,3.2723653,-2.3605947,-6.293863,8.708461,5.3106575,-1.3136252,10.85819,-5.5386324,6.0273542,-3.106135,11.170332,-6.176549,-9.600872,-7.154278,5.4386673,-6.13917,-8.641522,-6.801755,-1.9987417,1.7887989,-11.422565,-5.8374863,3.7425327,5.7904134,9.344061,-10.072422,-11.965758,-7.2006793,-2.7253814,-6.034236,-11.483865,-12.78905,-0.06793089,-0.5700994,13.598175,-1.2601736,11.382355,-5.6824837,7.5273056,-14.094679,1.8643862,-2.310045,-5.217633,0.8967135,-4.570222,-10.4855385,-3.985419,-8.064669,-8.837955,4.7253675,5.9684086,10.852171,0.01667124,-0.89878607,-5.865515,3.283914,-8.617441,-4.14359,1.1311171,3.8862572,-3.408671,11.0739,4.411509,11.488485,0.86555046,-8.825415,-8.789735,8.9671135,-14.512171,-0.5549157,0.2221884
AZATADINE,-11.345298,-10.83278,-7.954492,-4.8040066,-4.6886826,11.751841,-8.582331,-11.7640505,-4.346324,-9.352308,4.0660744,10.821042,-4.72902,11.58754,8.560966,5.567121,3.3181486,12.2322855,-9.897219,-6.7260227,5.3039346,6.4049435,11.486139,12.181225,11.421791,2.2841628,-4.7804456,2.63474,-6.6354227,6.941491,12.2047825,0.60617673,5.3065276,-11.935589,-10.164626,-2.155703,-9.335448,-7.16399,-1.4718865,12.289684,5.943455,8.600256,3.1996717,3.5592864,-11.069094,0.7600876,1.681501,9.057899,-7.0089154,-3.9016063,4.312457,-6.432273,-8.684172,-5.8105874,-2.7414267,-2.6298022,-7.417255,3.1527812,0.3489499,-2.287014,5.0249286,0.2579972,2.5825014,6.0435095,1.5380505,6.1423144,-5.0129294,6.77667,-9.798106,-0.15353248,-4.1666737,4.846078,-1.6052711,-7.604692,-5.0135784,-4.2953143,4.6111846,-8.843019,-0.55633026,3.4480257,5.594739,11.296128,-8.45589,-12.209759,-7.1109776,-6.371365,-12.298667,-8.632574,-10.863401,-1.588245,-1.7116048,10.977762,3.333474,8.517735,-3.1472583,5.567503,-9.484324,4.495617,-7.4395146,-11.741372,-3.8781934,-1.7567272,-12.663208,-6.768754,-7.1588993,-8.969025,4.8516197,6.859931,7.7081504,-4.7885795,1.443451,-11.701088,2.3306491,-12.415681,-10.359762,3.6232252,4.5107546,-2.353901,13.432146,5.934482,12.454322,-0.5824245,-5.2916183,-6.5004687,4.0348916,-11.28439,-2.5578692,0.69963515
AZATHIOPRINE,-12.164114,-9.152987,-6.7047234,-10.522003,-12.729771,11.15172,-5.401766,-12.113264,-11.931923,-13.94422,1.8258132,7.859573,-2.2871978,7.0944266,6.306779,4.038933,3.7928355,9.8986,-8.51859,-14.967293,12.121756,8.9668665,13.432328,11.9929085,6.7141533,-2.2064798,-1.1486943,5.7396445,-1.2301614,0.42178106,12.233707,1.2501179,1.0377183,-7.648476,-13.377059,-1.3458097,-4.6741257,-6.8550544,-8.59699,13.7775955,10.371091,7.370085,3.6882834,7.2028084,-9.420644,-5.16487,4.89004,0.35894203,-2.9296672,-5.5235877,11.552261,-0.55534095,-4.934369,-12.003589,-1.6842092,0.7701545,-9.70932,3.230397,-4.11827,-8.530937,10.168136,5.69123,-3.3546631,12.258461,-8.119107,4.6982107,-3.231004,11.768796,-6.3056164,-12.036664,-8.44589,6.2032547,-9.821865,-9.060382,-4.6189723,0.21536794,0.713819,-13.030378,-6.981651,2.2624652,7.3481703,7.988981,-12.13839,-11.640938,-7.1954193,-3.2105265,-3.60949,-13.381933,-13.614316,1.458481,-2.0308962,14.130415,-5.2823153,12.512854,-4.202454,7.976611,-14.997566,1.0555598,0.52267873,-3.3233593,2.1068027,-3.5912652,-9.099595,-0.96004635,-9.5101,-8.5071335,1.5036608,6.24747,11.056499,2.008354,-0.054661445,-4.717613,1.919516,-5.3935165,-0.18559654,0.64830554,2.0765915,-3.3261833,9.925698,5.8146143,11.15353,1.4586903,-9.513187,-9.888429,11.283394,-15.442953,0.3132299,0.101591185
AZELASTINE,-13.911982,-10.433672,-7.6153703,-9.27463,-10.17912,12.49453,-6.180233,-9.875026,-10.252217,-9.3965225,2.0412738,8.416781,-6.745759,9.854448,7.807847,4.5243044,6.5702043,11.8382845,-11.710734,-12.285839,9.369909,7.376609,11.48373,11.522267,10.13913,-2.6053553,-2.8751872,3.276354,-3.6744962,2.006781,11.041151,1.7489055,5.0370426,-11.198982,-12.467264,-1.4584057,-6.673371,-8.65354,-7.1125417,13.123394,7.409837,7.7446985,2.5401716,3.1612482,-8.38782,-4.20621,3.6884398,4.11988,-6.295485,-4.5238914,8.906638,-0.8516619,-7.2891183,-9.781027,-3.8808012,-0.24962807,-9.733564,2.8053577,-0.7060776,-6.8001304,9.373648,4.3596306,-0.9015059,10.928253,-4.5496764,7.7810616,-2.9698677,11.509611,-5.5910735,-8.193955,-8.432298,3.7488108,-6.357202,-6.6520834,-7.8039875,-0.40831414,1.2715083,-10.364403,-5.890014,4.6770587,5.112466,9.0807705,-9.829055,-12.0658865,-5.79434,-3.344991,-6.9119196,-10.446009,-12.506298,-1.4355887,-0.83714163,13.272579,-1.1243703,12.045694,-6.466831,8.700611,-12.620303,1.489947,-1.7474658,-6.040511,-1.1771466,-5.1888227,-10.417763,-6.1045337,-8.474795,-7.0294504,4.838206,5.64425,10.388392,-0.5574819,1.8166772,-5.972438,1.7749493,-9.349308,-5.0243487,2.5310674,4.9008293,-3.3651068,11.442618,3.1494484,11.952,1.3566675,-9.868451,-6.3812327,7.768482,-13.4784565,-1.4734014,-0.90231735
AZELATE,-14.650218,-8.121706,-8.046247,-12.6516485,-13.247158,10.7664585,-5.0113745,-7.0328555,-12.630346,-6.550275,1.3550761,7.206624,-8.138834,8.595202,6.3077826,4.777092,8.435631,10.533068,-12.136216,-14.127737,9.28955,5.9794955,9.110413,9.515638,8.770054,-5.8310604,-2.6460369,1.0803736,0.3029818,-1.3439707,8.368528,4.112628,6.092577,-9.482421,-13.032429,-2.4343994,-5.1162715,-8.026291,-11.033887,11.871183,8.246664,6.212176,3.0991244,1.45822,-4.4988093,-5.9960856,6.279752,0.9684248,-4.245576,-5.758832,9.670721,3.7601333,-4.697186,-12.182275,-5.94725,0.22471452,-8.841421,3.946419,-2.7188299,-9.170217,11.602617,6.0560336,-1.6029942,12.775162,-8.151398,8.157092,-2.1560712,14.131449,-1.3054144,-12.67271,-11.262915,0.09244215,-8.894454,-5.5094256,-10.255793,3.6669476,-0.18887194,-9.321909,-8.137569,5.2572546,4.301938,6.753083,-9.157816,-9.604016,-4.8113976,0.05025029,-2.211408,-10.614224,-12.2675905,-2.5692544,-0.48089695,13.57415,-4.180348,13.671779,-9.536549,11.208844,-12.163688,0.48340976,3.3901777,-1.5338235,-0.9805189,-6.708827,-7.872203,-4.4984255,-7.318605,-5.682314,4.50766,4.0092897,9.792492,0.8398476,3.471686,-1.7777727,-0.11886423,-5.648959,-1.230656,3.3179739,5.937622,-3.0974138,7.9446616,0.6887708,9.534312,4.5405626,-12.137195,-4.054191,10.047801,-13.7994795,-2.628715,-0.7104078
